cc_num,provider,expires
4238224687069643,visa,05/26
4371672772210752,visa,12/22
4185260096189427,visa,12/20
4052585945487667,visa,11/20
4481551164241400,visa,06/20
4777927940049486,visa,08/21
4505308454314013,visa,07/21
4353757132453747,visa,10/22
4357277549778863,visa,01/21
4267755695499268,visa,07/23
4256584285938870,visa,09/21
4251305015139083,visa,06/26
4651276579663766,visa,11/20
4759370290781261,visa,08/24
4142342735059450,visa,04/23
4234647249053008,visa,12/23
4020433321379894,visa,11/21
4145499511412571,visa,09/23
4183615393563818,visa,10/26
4840425400541541,visa,01/26
4844589981974656,visa,10/25
4115608973566130,visa,12/22
4969090496964588,visa,12/25
4765220297575715,visa,01/27
4094255451808850,visa,07/24
4369756319184010,visa,11/22
4434375919156830,visa,06/24
4266869465478880,visa,01/22
4799005499063143,visa,05/21
4959888705852342,visa,04/20
4028976506582536,visa,08/21
4826023874131739,visa,04/24
4246917543122171,visa,01/23
4624943479277930,visa,12/23
4560666974751028,visa,10/21
4511170691139070,visa,04/22
4755363730148914,visa,08/23
4440082529416198,visa,08/23
4527259750222489,visa,11/22
4896715453445258,visa,04/20
4214145129441298,visa,03/21
4392290851909767,visa,03/25
4770002829927413,visa,12/23
4196024094515794,visa,09/23
4077238413790102,visa,03/24
4965356925233331,visa,12/26
4769164391376305,visa,07/21
4474528267088523,visa,12/26
4178469965123677,visa,07/25
4109142400249787,visa,03/25
4471815625868198,visa,12/21
4760433912682775,visa,04/24
4528772153815914,visa,12/25
4544206823019805,visa,11/23
4284539737692182,visa,11/24
4504741981369541,visa,03/27
4938480460637260,visa,01/24
4587936484984735,visa,03/25
4118771418032253,visa,10/24
4634384974092904,visa,09/21
4179375042927817,visa,04/20
4858989351158679,visa,05/24
4580986063019004,visa,04/26
4045649882527768,visa,09/26
4982710876524586,visa,07/24
4798234488642300,visa,02/25
4241588318845570,visa,12/20
4686669451897768,visa,10/20
4461797980257583,visa,03/27
4633644850618010,visa,03/22
4391394388523066,visa,06/22
4859630200385811,visa,03/25
4245548519598069,visa,05/23
4436241675244145,visa,09/26
4180322240776262,visa,02/23
4595456940687863,visa,09/26
4931025355413744,visa,06/20
4498795557542079,visa,05/24
4841230008817585,visa,04/26
4244861374935420,visa,08/23
4396448721700347,visa,04/26
4156156767020302,visa,04/25
4093292297800248,visa,07/21
4039951234037985,visa,03/27
4096824345747901,visa,01/25
4345020969768369,visa,09/25
4636076468070887,visa,06/23
4237015476870857,visa,04/26
4028325938858058,visa,05/23
4073680818018023,visa,10/23
4501093218010826,visa,05/21
4264387615934910,visa,05/20
4015972030224773,visa,10/20
4071107411878027,visa,10/22
4649343218131004,visa,11/22
4824530823957743,visa,05/25
4438764615925646,visa,08/25
4457901656993986,visa,07/26
4225326946366176,visa,04/22
4765861077672949,visa,01/22
4118189008458061,visa,06/21
4985024436370614,visa,02/22
4249146347768552,visa,05/22
4957122386367863,visa,11/20
4015416386251717,visa,06/25
4431627507285188,visa,11/26
4549669691432589,visa,03/26
4995692026116437,visa,08/26
4936563931287229,visa,07/20
4500741124303187,visa,07/23
4020866351094034,visa,09/21
4122883602695854,visa,08/24
4776162134998063,visa,02/27
4927237137984175,visa,02/23
4840161416257471,visa,04/22
4874885868493072,visa,09/26
4255070281666039,visa,03/22
4888288344254099,visa,12/20
4039227906134982,visa,01/27
4850782532459894,visa,04/25
4607762812701559,visa,06/25
4590717080585968,visa,08/20
4714187901332498,visa,04/26
4746053878285030,visa,07/24
4281629091283059,visa,04/25
4607199468933717,visa,11/26
4578921250751550,visa,05/22
4935351496634212,visa,11/25
4886719483567430,visa,01/23
4411834856815193,visa,05/24
4000495728344122,visa,12/20
4636297363575636,visa,08/24
4700428399439726,visa,12/20
4263251519940533,visa,12/20
4367985385337465,visa,10/22
4717046875164070,visa,04/26
4112240271418419,visa,05/23
4934426652631714,visa,10/24
4925270272339006,visa,04/21
4670004128332031,visa,09/22
4429688369741449,visa,06/24
4322645238886613,visa,07/20
4104915379877778,visa,02/25
4212972868096666,visa,07/24
4491810891527863,visa,07/20
4610139019366467,visa,10/24
4694363527419290,visa,04/21
4880391112907084,visa,01/27
4528025717414975,visa,07/23
4509685913137911,visa,03/23
4370077391080100,visa,08/26
4481347199210100,visa,04/25
4028796338985883,visa,05/25
4925348097697756,visa,02/24
4187228090258397,visa,10/23
4664995040378473,visa,11/21
4596837489010576,visa,12/22
4266410813933241,visa,12/24
4883491592260694,visa,06/21
4222497052222694,visa,04/21
4777978003624764,visa,10/26
4374216140426216,visa,06/24
4630935219680649,visa,06/24
4989938474456173,visa,04/25
4029725855947744,visa,09/26
4986942877523202,visa,10/26
4335916573793101,visa,02/26
4255647850174501,visa,12/21
4578712425678855,visa,06/26
4678928390770779,visa,12/22
4237074612278665,visa,05/22
4222989783858523,visa,02/23
4833534250437657,visa,08/21
4738631628883681,visa,04/22
4935431553946319,visa,08/26
4147637009587218,visa,12/20
4979209149177319,visa,09/25
4823460113712049,visa,11/23
4341595169727624,visa,10/21
4593023206351212,visa,08/25
4999278564381116,visa,06/20
4654309893393526,visa,11/24
4586130794768761,visa,02/22
4351307238889139,visa,09/25
4229346434411397,visa,11/26
4113695273642135,visa,12/20
4355738483947154,visa,07/21
4294977768437457,visa,02/23
4610928634750570,visa,11/25
4119021141276721,visa,11/23
4982493225554378,visa,01/26
4469870866497045,visa,04/20
4075111550356999,visa,07/26
4157302260240968,visa,10/26
4210143096753385,visa,02/26
4346250236224800,visa,02/21
4563827042832474,visa,07/23
4325019234077261,visa,05/24
4208567327428553,visa,12/24
4146921250224270,visa,04/26
4084114613187061,visa,07/26
4816053720493704,visa,09/22
4701919372400510,visa,12/26
4964552575922303,visa,09/22
4069106159093777,visa,10/22
4300358598430594,visa,10/25
4423059567430290,visa,09/22
4866142885225891,visa,12/25
4085283843150881,visa,03/24
4563625379761344,visa,11/23
4384332699895467,visa,04/26
4063200797608926,visa,03/24
4956411477336072,visa,10/23
4236972689937959,visa,11/20
4285488061284860,visa,03/26
4881053708504167,visa,11/21
4403477699522376,visa,07/24
4750791356405082,visa,04/25
4673181770696439,visa,12/26
4429434945680409,visa,07/20
4630950339991701,visa,04/26
4983549753809275,visa,01/25
4949723976153984,visa,07/26
4379641278677402,visa,08/20
4486936473744365,visa,01/26
4165243223704197,visa,10/21
4728324871255474,visa,06/24
4167645861453788,visa,12/25
4736597878573870,visa,05/23
4918847408428263,visa,07/23
4401529637964482,visa,09/26
4643296441653069,visa,01/23
4325520686030138,visa,10/22
4794608774951489,visa,05/23
4462541559717893,visa,06/26
4743139407717362,visa,08/21
4723988395046489,visa,07/23
4235939197276874,visa,06/21
4390143104151947,visa,11/26
4303665357513379,visa,05/22
4548994121857325,visa,05/20
4819122663835960,visa,05/26
4667924709893595,visa,03/27
4852893249165332,visa,10/20
4514434267746305,visa,09/25
4467637806175011,visa,12/26
4181809170690330,visa,07/22
4672122083172008,visa,12/26
4878849234227651,visa,09/21
4092233970309249,visa,05/25
4960630302955673,visa,12/24
4140857441308398,visa,12/25
4934876746935432,visa,04/24
4916607614193842,visa,07/23
4516715653918666,visa,01/23
4743033689019268,visa,08/21
4186054708565028,visa,04/26
4291820435903019,visa,11/25
4063397836836532,visa,10/22
4161161312433417,visa,01/25
4202325096258032,visa,08/22
4538075009087292,visa,09/26
4318103140304313,visa,07/22
4750682829603553,visa,11/22
4223253728365626,visa,08/24
4285348932706469,visa,06/21
4955476607243960,visa,07/24
4090107166091138,visa,11/23
4526775533100230,visa,12/23
4317586187128853,visa,05/20
4405073604757336,visa,03/25
4752977164695927,visa,01/27
4491633304234178,visa,08/21
4585620463285387,visa,10/24
4816990286352149,visa,02/23
4532702060862208,visa,05/25
4779460389082170,visa,11/20
4572259224622748,visa,01/25
4741516374698562,visa,11/21
4167279751894289,visa,09/25
4197331741596625,visa,08/23
4630560771968560,visa,02/21
4733499236275277,visa,12/24
4811338542550723,visa,11/22
4537879313253370,visa,03/22
4794490814550617,visa,07/23
4094734872391241,visa,08/21
4256687783639369,visa,03/23
4139030238922499,visa,06/23
4119382992404535,visa,03/24
4693165718508570,visa,08/20
4968694996832244,visa,03/21
4807481307939800,visa,10/25
4570493166881986,visa,06/20
4850084505148699,visa,05/20
4349633735426082,visa,12/24
4964321553162138,visa,04/23
4774776743493505,visa,08/25
4337836070397859,visa,10/22
4108057267466673,visa,10/21
4041795331807758,visa,03/23
4594485282572442,visa,01/27
4109174345324714,visa,07/23
4279489682904488,visa,08/24
4932846412572761,visa,04/20
4625586319786302,visa,03/21
4694511957134520,visa,04/23
4574308135888076,visa,08/21
4043367428988731,visa,01/21
4056950222852072,visa,03/27
4187320894712255,visa,04/27
4344846839812149,visa,10/21
4510706238363227,visa,09/24
4001792183494395,visa,09/21
4020162505282398,visa,01/25
4902339524286971,visa,11/25
4027146763386200,visa,12/23
4584998335559473,visa,06/20
4732123347354208,visa,10/23
4751990955792424,visa,03/25
4300014134738632,visa,01/21
4990282641405335,visa,08/24
4627684222834836,visa,08/23
4375923240690489,visa,12/26
4700437766529043,visa,09/26
4867596563097386,visa,11/24
4173712112382760,visa,11/23
4657647445631480,visa,02/27
4126005039006218,visa,03/24
4793662773513973,visa,02/24
4658295202434851,visa,05/20
4030955972583471,visa,01/23
4328050951119496,visa,07/21
4280116341749098,visa,07/21
4718845775984464,visa,10/21
4115864425591503,visa,01/27
4742978358718924,visa,09/21
4917470120268411,visa,05/20
4880430699297434,visa,03/23
4188832450936689,visa,04/20
4947413116292791,visa,07/20
4160836862527061,visa,05/23
4019512478079895,visa,06/24
4927621256265443,visa,09/21
4549106605720148,visa,05/25
4647625239834026,visa,11/24
4446525330096777,visa,07/21
4030963157987384,visa,06/20
4493499814704060,visa,12/24
4765846724757169,visa,03/21
4625975670357714,visa,09/22
4331059814083356,visa,08/22
4871524814184666,visa,03/21
4153319004527355,visa,11/26
4976490439808838,visa,08/22
4616801878395408,visa,11/25
4434484485507010,visa,10/24
4684988557787273,visa,08/26
4787684579424641,visa,04/25
4509300985313693,visa,01/27
4090588251154693,visa,04/24
4341759522326496,visa,12/24
4180897551997581,visa,01/22
4334579763224930,visa,02/23
4103605068357544,visa,06/26
4220550024151896,visa,06/25
4803773469105186,visa,05/22
4601376686413914,visa,05/26
4558809314784630,visa,07/26
4930542451211963,visa,12/25
4877846175551090,visa,06/21
4418720166328022,visa,05/22
4245302832621038,visa,11/22
4629209914684956,visa,08/24
4441593476364115,visa,01/21
4561964641486675,visa,03/27
4275690236957377,visa,08/21
4038373627565046,visa,02/22
4705481658250248,visa,02/23
4804019424806032,visa,08/21
4540472753121367,visa,12/20
4750439289273298,visa,08/22
4295667083721128,visa,10/26
4574500627993758,visa,11/24
4541881523576982,visa,03/21
4473356727185346,visa,05/20
4479096323909491,visa,11/24
4992001173886243,visa,01/23
4750063599149293,visa,11/26
4763578631087065,visa,05/26
4082149953368691,visa,07/21
4118152356535914,visa,03/21
4588597554047784,visa,09/21
4419313852607393,visa,08/20
4675196554203788,visa,01/21
4763038956826621,visa,01/25
4690254985134923,visa,05/25
4421524285060887,visa,09/24
4757461366993484,visa,08/23
4463436291088944,visa,08/26
4407493889825160,visa,01/23
4006799621767402,visa,07/20
4692230530968518,visa,06/20
4294278640517206,visa,11/25
4349977314233413,visa,07/26
4962816134535100,visa,04/20
4819277670755385,visa,06/25
4933757728174797,visa,12/24
4420081516332495,visa,02/26
4529205825765174,visa,03/27
4544639888976842,visa,04/23
4452835843650049,visa,02/26
4038797420351099,visa,08/25
4462604072071071,visa,10/24
4783713328425247,visa,02/26
4800727881545844,visa,09/21
4552831696942541,visa,02/27
4483796016479652,visa,01/26
4605621361596434,visa,02/21
4790718117619026,visa,05/21
4039881095633319,visa,06/21
4761104559497087,visa,11/21
4131571722758780,visa,09/25
4372528848318772,visa,08/20
4254633398116460,visa,02/27
4481906870556758,visa,02/21
4444847205057847,visa,12/23
4395020943291131,visa,01/21
4781254151217197,visa,05/24
4135629872231317,visa,08/22
4368961420880255,visa,05/26
4778873483539765,visa,11/24
4173933595183703,visa,05/22
4013077063833763,visa,04/23
4423490307610703,visa,05/24
4103193472924902,visa,09/24
4262655495837433,visa,09/24
4078553950206216,visa,09/24
4867531082188077,visa,04/26
4240124531557171,visa,02/25
4250983433208424,visa,07/24
4632415700271669,visa,08/24
4072607583105165,visa,04/22
4912003326240101,visa,05/24
4343591820561807,visa,11/24
4872128280908894,visa,09/20
4093135562264899,visa,03/21
4768363194328965,visa,05/23
4210068293944257,visa,03/24
4428125817077028,visa,08/26
4886185240007955,visa,12/26
4046464237622457,visa,04/26
4804612439436835,visa,04/25
4645981605701352,visa,03/26
4348038117002090,visa,10/22
4131633827147010,visa,02/23
4140265602382758,visa,04/26
4846850981130725,visa,07/25
4219978578838522,visa,09/25
4713320686366362,visa,05/23
4247238297936610,visa,08/23
4382987605708518,visa,04/27
4082358204919091,visa,03/22
4124511753371698,visa,10/20
4742358284233803,visa,10/26
4070126873332530,visa,06/23
4658175587253052,visa,05/21
4531028354351372,visa,09/25
4439995497184881,visa,07/25
4513722395623250,visa,02/24
4501358467608319,visa,09/23
4644383731486837,visa,01/21
4690590743373091,visa,03/22
4417516707389486,visa,05/21
4931961021139976,visa,09/21
4832293621076121,visa,10/21
4611924544466349,visa,07/25
4372769236975928,visa,02/26
4848152729974045,visa,01/25
4405731025912471,visa,06/23
4492099397352179,visa,02/21
4188709894867649,visa,10/24
4976319917926053,visa,09/21
4726605491570116,visa,08/24
4934715007957190,visa,10/21
4250647579229664,visa,07/20
4239103554709466,visa,09/23
4391350643425885,visa,06/24
4311512194043154,visa,09/26
4696202064010781,visa,06/26
4036324105991115,visa,01/26
4406163520814300,visa,04/26
4903207488457863,visa,06/23
4814121088764768,visa,05/22
4684054441749803,visa,08/26
4088047539426179,visa,04/23
4943394506204303,visa,04/24
4120378265643053,visa,06/26
4926621427190695,visa,04/21
4806654280005259,visa,03/26
4574013834888621,visa,04/27
4755542860431287,visa,01/23
4382991327175642,visa,09/24
4583560301615274,visa,07/23
4015965906982664,visa,01/21
4643231137310328,visa,10/23
4988088794372063,visa,04/20
4785466158320008,visa,07/24
4620632061417418,visa,06/26
4863061907485809,visa,08/25
4088675520853488,visa,01/23
4628689092074867,visa,08/22
4038102961698109,visa,05/26
4383345935836286,visa,10/26
4169150395428057,visa,09/24
4984354461389572,visa,07/22
4386324251668570,visa,06/24
4002378099771206,visa,08/23
4348677588491033,visa,04/23
4290158742625475,visa,03/24
4355384691635735,visa,11/21
4322572760528258,visa,01/27
4641658106032461,visa,12/20
4636420531873390,visa,11/25
4737604334897643,visa,11/23
4951775049284134,visa,04/24
4655251061784855,visa,06/26
4558548309336150,visa,08/24
4884575136490236,visa,02/26
4248742592680749,visa,10/26
4923949301562686,visa,08/20
4295319924038227,visa,08/24
4833382601827220,visa,12/21
4183522248651238,visa,07/21
4556249895856717,visa,05/25
4005221401658488,visa,08/20
4505879590259460,visa,07/21
4233636409552058,visa,08/21
4308794547951292,visa,11/26
4799125656848241,visa,01/27
4212247279580305,visa,02/21
4143873250835428,visa,01/26
4400764197120024,visa,11/21
4705939209807113,visa,11/25
4634573439307754,visa,09/22
4328738236963155,visa,04/27
4584883432236482,visa,10/23
4229015888142408,visa,02/26
4084626322719975,visa,02/21
4390328817745339,visa,09/25
4589944768848426,visa,09/26
4356799237791040,visa,05/21
4900045081548156,visa,11/23
4149065673688823,visa,05/20
4356812293606133,visa,01/27
4603438539335443,visa,07/20
4546993451267065,visa,03/24
4473713291828984,visa,01/24
4121335442497034,visa,08/23
4166638202379870,visa,07/21
4281044067542118,visa,08/23
4245404110936797,visa,08/20
4757265737717112,visa,02/23
4735688065371243,visa,07/25
4543962888114722,visa,05/23
4682566677982388,visa,02/22
4099546194523383,visa,08/23
4239583032888653,visa,06/21
4844209052204921,visa,06/23
4622569661734388,visa,09/25
4565179866503205,visa,05/20
4153235831887921,visa,06/24
4352375348011869,visa,04/25
4221802486530599,visa,05/25
4392578199123871,visa,02/24
4615721413717786,visa,04/22
4830762416338450,visa,09/25
4456891636467659,visa,03/27
4745081438848444,visa,04/27
4571682354032944,visa,02/22
4290083073419621,visa,05/22
4425300768330584,visa,12/25
4949270271111317,visa,06/22
4853734596254056,visa,04/25
4709203366493241,visa,10/24
4554485455671037,visa,07/22
4018038165831159,visa,03/27
4761371290785332,visa,03/27
4976060613575956,visa,12/25
4875857885675337,visa,12/20
4670476106354197,visa,05/22
4477133528268126,visa,03/26
4710088955809205,visa,05/25
4032006563381756,visa,07/20
4277147345025081,visa,03/27
4288663579953795,visa,07/24
4388231652234985,visa,09/20
4577383767701126,visa,12/26
4405847790305988,visa,10/26
4878083311565953,visa,12/25
4736926648156445,visa,06/26
4656503656785070,visa,03/24
4878317112742688,visa,12/23
4509287442574696,visa,06/22
4077374710423533,visa,11/25
4433810342416287,visa,08/25
4933165724532267,visa,08/23
4842387572381189,visa,08/24
4255318218079739,visa,11/20
4695640151184236,visa,05/25
4746345408684728,visa,12/20
4353838877937464,visa,04/20
4071093461698715,visa,04/22
4649083712592026,visa,02/27
4715825935231868,visa,05/20
4490572138821274,visa,12/21
4075477649623859,visa,10/20
4956996239584837,visa,10/20
4704569329329986,visa,07/21
4959601745322592,visa,11/25
4392753490095363,visa,07/22
4415381973879377,visa,11/25
4876943158901680,visa,05/22
4406085668445250,visa,01/22
4554921508160024,visa,04/26
4388149888766630,visa,05/25
4567848901838606,visa,06/22
4417683011361500,visa,06/23
4015402954137892,visa,08/25
4285314145175850,visa,10/26
4628898362494487,visa,01/24
4847257392474727,visa,03/21
4957276463010224,visa,05/20
4170720519491079,visa,10/22
4841926967332363,visa,03/24
4519821722171092,visa,08/22
4747093946612665,visa,03/24
4261532395410903,visa,07/24
4566807942454055,visa,07/23
4730060245366516,visa,05/23
4007241968213236,visa,07/26
4104686603950695,visa,06/24
4483259987522430,visa,04/27
4200128559408504,visa,04/26
4583082767257095,visa,04/21
4912782493796074,visa,02/24
4122791900901272,visa,03/21
4019728147483017,visa,01/27
4320862115794420,visa,06/20
4922933631641031,visa,02/21
4619772701705237,visa,07/25
4081231167825798,visa,09/25
4698965065494299,visa,10/22
4382141753958414,visa,12/24
4005447237220033,visa,12/25
4070748215795379,visa,05/21
4365051630819500,visa,08/22
4991377735139490,visa,05/20
4045379878802013,visa,02/22
4088160358975505,visa,12/23
4655860559942245,visa,12/25
4388504891413556,visa,02/21
4563634425921563,visa,06/22
4375421591725350,visa,05/24
4678250413070719,visa,01/22
4386920628150349,visa,03/22
4115181035084583,visa,07/25
4907305718703738,visa,05/22
4990402088337243,visa,05/24
4779903373242763,visa,01/22
4563333915450908,visa,04/27
4065923167716833,visa,10/22
4136288540391117,visa,02/21
4591261852423701,visa,08/25
4516786099020029,visa,03/22
4337320914834526,visa,12/23
4632300060918150,visa,11/24
4755704418048274,visa,08/26
4706298566373758,visa,10/26
4634483242464885,visa,04/21
4081083355985508,visa,07/22
4612372093509532,visa,10/23
4257767849494188,visa,08/21
4026959788194180,visa,03/21
4356315104310200,visa,11/24
4271579817274233,visa,10/23
4903062253330872,visa,07/21
4412690878499013,visa,02/25
4354018611727559,visa,07/20
4148156644532900,visa,05/22
4758468164728417,visa,02/21
4753738670983507,visa,07/20
4166081232929648,visa,12/25
4534099886119592,visa,07/22
4608659109385360,visa,06/24
4088836107664181,visa,09/21
4355730717182658,visa,05/22
4662598383148701,visa,07/26
4139353198582248,visa,04/25
4497920307463381,visa,07/22
4055550224231795,visa,07/21
4446361050347194,visa,12/25
4354902435191250,visa,01/27
4385585038798937,visa,04/27
4811281238076167,visa,10/25
4269124479179596,visa,10/25
4079500166887742,visa,10/25
4431806982591613,visa,10/26
4423891026486814,visa,08/21
4235360181642676,visa,06/25
4943301246556090,visa,12/25
4223876629636289,visa,04/21
4000875194402258,visa,10/25
4937682250289852,visa,09/21
4135335195673918,visa,09/22
4967271468805312,visa,11/22
4970001205933266,visa,10/23
4318464396244375,visa,03/23
4436543177503716,visa,02/25
4327502841024956,visa,06/23
4363922934848704,visa,11/23
4706354163496680,visa,03/24
4192608566178489,visa,08/21
4949215577197486,visa,06/26
4574752626034684,visa,10/24
4570319911372148,visa,05/23
4557144706233470,visa,01/21
4845956794163182,visa,06/21
4583086167396155,visa,04/21
4516582027705660,visa,03/27
4353626658670721,visa,01/27
4109067009564650,visa,08/20
4991028755361304,visa,01/23
4427379426694266,visa,05/22
4242134327115363,visa,06/22
4886989325876238,visa,04/25
4112592981874848,visa,10/24
4793306504766878,visa,03/22
4192984474155871,visa,10/26
4481232138112056,visa,09/20
4458381757435709,visa,06/21
4628685709209680,visa,12/20
4586374570935927,visa,11/22
4413132399225139,visa,05/22
4515273299049562,visa,11/23
4693745708153261,visa,03/22
4463566389018989,visa,03/24
4002689292911336,visa,05/24
4524744593583794,visa,06/23
4028557565948709,visa,01/23
4846345596758481,visa,01/25
4022921963563005,visa,09/20
4122831198963681,visa,11/24
4457298962882528,visa,06/24
4379065932710484,visa,07/21
4960590394561658,visa,05/20
4187003502647812,visa,02/24
4165922183526308,visa,12/21
4420575664220683,visa,09/24
4172096516686385,visa,04/23
4277984905887488,visa,04/23
4307592650408576,visa,09/22
4415731051675693,visa,04/26
4193320413920084,visa,01/25
4913560458008050,visa,04/24
4936244442181603,visa,03/26
4632802372082336,visa,08/20
4527049678643035,visa,04/24
4172035605997360,visa,04/25
4495241688592454,visa,03/27
4491972052310420,visa,11/25
4685107402526039,visa,10/21
4033359897327097,visa,05/25
4893308344742860,visa,01/24
4829306721259853,visa,03/21
4432982317756145,visa,11/23
4311431454591259,visa,10/20
4633013114767593,visa,11/24
4434749684215494,visa,11/24
4560214369824637,visa,08/20
4575748574588894,visa,05/24
4155559273665489,visa,09/20
4956769398750568,visa,06/23
4635625022287287,visa,10/21
4151839515276889,visa,11/24
4243030479106755,visa,03/21
4222473683378601,visa,01/25
4629865317304045,visa,10/21
4241828025778106,visa,05/22
4899013314786707,visa,06/21
4917977167755654,visa,10/25
4081301132796620,visa,03/22
4474836648896146,visa,10/24
4850178605705547,visa,06/24
4053787304159817,visa,03/26
4186226571092971,visa,10/21
4539280445323942,visa,08/26
4262042924594150,visa,02/25
4297636486196343,visa,03/22
4092618310366802,visa,10/24
4555481059759475,visa,02/21
4594594908277664,visa,11/24
4394891981727199,visa,02/26
4225193922439074,visa,06/25
4361683369090012,visa,03/24
4212807156377511,visa,04/21
4882247687012056,visa,06/26
4826745970416172,visa,07/22
4032586944431321,visa,12/20
4240209683851983,visa,10/21
4459136325687788,visa,12/26
4435766209486276,visa,08/22
4428653675888129,visa,10/25
4299904613257562,visa,12/20
4221893580723289,visa,07/20
4592495715297915,visa,12/22
4989612736478826,visa,06/23
4662109969984038,visa,11/22
4752859723928876,visa,10/22
4758089506074813,visa,10/20
4609695504292594,visa,06/26
4073355100580440,visa,10/21
4483807961795602,visa,01/25
4675350515208820,visa,10/21
4890932079161294,visa,02/25
4647474192505962,visa,02/23
4157740267722530,visa,02/27
4804002982473668,visa,03/23
4937169114092102,visa,09/25
4191758379781671,visa,04/27
4974568280860750,visa,08/23
4151581366231494,visa,01/22
4488780170795835,visa,04/22
4748975031750377,visa,09/24
4022508717530081,visa,09/21
4568378702703295,visa,07/24
4137645550895403,visa,01/26
4249311312101623,visa,02/26
4757326803960364,visa,01/23
4095552984779759,visa,10/23
4192169811059701,visa,11/20
4187380675599636,visa,12/20
4240273365965669,visa,10/26
4912258514845620,visa,11/24
4237296604497983,visa,02/23
4589731046318052,visa,10/25
4081076890562089,visa,10/24
4014977008775145,visa,06/24
4372676741080500,visa,10/22
4356530086536685,visa,05/20
4213676614311761,visa,12/21
4538265006825832,visa,12/21
4258455956974817,visa,05/25
4773991731920291,visa,08/26
4656091689841581,visa,05/25
4744958636782817,visa,01/22
4857090165935716,visa,03/24
4185766085191760,visa,09/20
4584938333411384,visa,11/20
4319722789414700,visa,07/26
4514558227585609,visa,05/20
4455551550052009,visa,05/21
4928409918721667,visa,01/21
4296434340671383,visa,01/22
4602996667072576,visa,06/24
4046442552519383,visa,05/23
4707760907743873,visa,12/21
4234523370317183,visa,11/25
4502835505605604,visa,10/24
4098966752365780,visa,06/21
4171206941744631,visa,01/23
4891670277166595,visa,12/23
4067750824927950,visa,06/25
4539722832531629,visa,09/21
4825833056726028,visa,03/21
4456922905417990,visa,11/26
4917879202108792,visa,09/21
4330684934838578,visa,01/27
4837048256557919,visa,11/26
4385791066550980,visa,10/21
4278494066057912,visa,04/25
4238325832654187,visa,07/20
4377848786652023,visa,08/20
4071789788238842,visa,01/26
4024237673810752,visa,11/23
4288563146651650,visa,02/26
4381389943461259,visa,09/22
4479813880771852,visa,12/23
4795803166875235,visa,03/21
4700301991881308,visa,09/20
4056466057094425,visa,08/25
4111850606289474,visa,07/26
4178220928322942,visa,09/22
4244004216675231,visa,11/20
4437783945834782,visa,01/26
4752133380472507,visa,04/21
4911273540425736,visa,03/26
4868263289825504,visa,09/26
4080096165057202,visa,10/21
4635766441812956,visa,03/23
4112568113842135,visa,04/21
4674551485654247,visa,09/24
4721059162597351,visa,10/23
4347569514887064,visa,08/22
4000644851822137,visa,05/26
4463322465550028,visa,03/23
4151804238240984,visa,08/22
4762900360282066,visa,04/26
4515779037549903,visa,01/25
4433688342519676,visa,05/26
4377140595897050,visa,08/22
4140732133141664,visa,01/22
4227564295506962,visa,04/22
4773711165721498,visa,12/20
4155958052014820,visa,05/25
4640468754486386,visa,07/21
4669331469879293,visa,01/21
4408873054716907,visa,09/23
4840412619645974,visa,04/26
4951068184866992,visa,07/23
4181281684140220,visa,08/23
4673445406816335,visa,11/26
4879639793925954,visa,02/24
4795570669556287,visa,06/24
4669535355154856,visa,05/23
4645969729080027,visa,02/24
4949789933620530,visa,06/20
4756500672175798,visa,04/20
4649658153239177,visa,08/26
4216486547691843,visa,12/21
4387442878334290,visa,08/21
4875282873778524,visa,09/25
4553461882043752,visa,11/26
4332735164049738,visa,01/21
4735167630229160,visa,01/23
4255190885647506,visa,06/20
4609439174649225,visa,01/26
4481807471700961,visa,02/27
4642413144038776,visa,08/26
4525734034702607,visa,06/23
4008071640486101,visa,09/25
4596231937265919,visa,05/20
4954324682705985,visa,04/21
4468687096154282,visa,04/21
4569087408062976,visa,06/22
4589700485496463,visa,07/22
4445484478799357,visa,05/22
4168253353171940,visa,05/21
4078123639944916,visa,10/20
4455103448082408,visa,04/27
4565611529567375,visa,03/26
4626481249018563,visa,12/26
4305722978927302,visa,01/25
4362183987977301,visa,10/24
4901097479029249,visa,01/22
4416533082305731,visa,05/22
4764398992368288,visa,01/25
4860274747677377,visa,09/26
4584387691532979,visa,02/26
4423661423254739,visa,05/26
4847920812350401,visa,09/22
4362297050719034,visa,04/24
4879526910335714,visa,09/24
4148950609641791,visa,09/22
4604280680182011,visa,08/25
4434251730739700,visa,01/26
4029448380491282,visa,04/26
4347622802723846,visa,03/23
4493108483422975,visa,10/24
4223506659043607,visa,12/26
4353556417262355,visa,10/21
4217723120499239,visa,03/22
4895432470030045,visa,11/24
4433734168302795,visa,06/20
4306588369375347,visa,07/25
4268104531788973,visa,01/22
4192268310718666,visa,04/23
4584401678600624,visa,07/21
4471382331835011,visa,03/22
4675984608233731,visa,05/26
4759279005660449,visa,08/20
4397458389235725,visa,06/23
4787552155516694,visa,02/22
4457240935819062,visa,10/25
4927192322527364,visa,05/23
4678624507726537,visa,11/20
4727109771549857,visa,07/23
4295319760952531,visa,04/23
4335550895610436,visa,02/25
4436456994483592,visa,12/23
4338267893852897,visa,10/23
4758220823140603,visa,12/20
4366675155603615,visa,08/22
4624159361114426,visa,08/24
4707773126199249,visa,03/26
4403523563672605,visa,06/22
4254651730881468,visa,11/26
4668335751752606,visa,11/25
4886653024545011,visa,01/23
